"Sample","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE","SlideName","ScanLabel","ROILabel.x","SegmentLabel","Origin.Instrument.ID","CD31.CD34.","PanCK.","INS.","Other","PanCK..1","CD31.Islet","CD31..CD34.","PsnCK.","QCFlags","AOISurfaceArea","AOINucleiCount","ROICoordinateX","ROICoordinateY","RawReads","AlignedReads","DeduplicatedReads","TrimmedReads","StitchedReads","SequencingSaturation","SequencingSetID","UMIQ30","RTSQ30","GeoMxNgsPipelineVersion","LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0","organ_region","organ","ROI_type","AOI_target","Case","ROIID","SegmentID","ScanWidth","ScanHeight","ScanOffsetX","ScanOffsetY","ROIComments","sample_id","Slide","PancreasSection","ROILabel.y","Segment.Label","AOI.Nuclei.INS.Count","ROICoordinateX..pixels.","ROICoordinateY..pixels.","ROICoordinateX..µm.","ROICoordinateY..µm.","Main.Pancreatic.Duct.X..µm.","Main.Pancreatic.Duct.Y..µm.","Distance_from_Main_Duct"
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 001 | PanCK+",0.129,0,0.025,0.315,0,0.034,0.106,0.05,0,0,0,0.091,0.002,0,0.004,0.061,0,0.081,0,0.077,0,0.025,0.51,0.041,1.09487643558131,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","003","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",18896.836543,358,24384.302734375,28148.107421875,3823297,3587335,859602,3730833,3730833,76.0378665499598,"LH00339:67:2232MVLT1",99.62,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_present","duct_cells","P4","87e52251-78ad-47ae-bf25-9a4facf29336","dcebabf8-5365-40cb-ad98-5c5e64782f22",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22","P4-22","003","INS+",210,24384.3,28148.11,9724.46,11208.58,11115.6,17700.3,6639.1
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 002 | CD31+CD34+",0,0.051,0,0.206,0,0.159,0,0,0.145,0,0,0.077,0,0.061,0.082,0,0.032,0,0,0.098,0,0.09,0.59,0.035,1.10254401102586,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","004","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",15980.848228,309,31713.76953125,21790.591796875,3361914,3153475,607875,3278611,3278611,80.7236461364051,"LH00339:67:2232MVLT1",99.62,99.57,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_present","duct_cells","P4","a5ea84d3-614f-43eb-8a1b-501695bfb93a","6252dea2-de3b-41fd-b54f-af01232899d5",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22","P4-22","004","INS+",227,31713.77,21790.59,12647.45,8677.01,11115.6,17700.3,9152.4
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 002 | Other",0,0.129,0.01,0.108,0,0.113,0,0.082,0,0,0.167,0,0.12,0,0.052,0.058,0.07,0,0,0.092,0,0,0.28,0.072,1.06041393968323,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","005","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",18194.160058,367,40794.60546875,30203.041015625,4274347,4009712,781059,4169280,4169280,80.5208204479524,"LH00339:67:2232MVLT1",99.65,99.58,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_present","duct_cells","P4","1e133c9b-58ed-4179-863c-39f6d653985a","88e48feb-2378-40fc-a1db-9c9f9d1f2161",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22","P4-22","005","INS+",188,40794.61,30203.04,16268.89,12026.85,11115.6,17700.3,7664.5
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 003 | Other",0.04,0,0,0.444,0,0,0.013,0.084,0,0,0,0.005,0,0,0.02,0.267,0.088,0.01,0.021,0,0,0.008,0.17,0.105,1.06898156723009,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","006","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",16980.316204,315,40083.703125,38388.62109375,4088948,3840845,773603,3992995,3992995,79.8585207161445,"LH00339:67:2232MVLT1",99.59,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_present","duct_cells","P4","855f27e5-d988-4ef0-acc9-7533c72fb2b9","2ae3a97d-450d-4f04-89dc-ae0a28e7c067",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22","P4-22","006","INS+",518,40083.7,38388.62,15985.38,15286.35,11115.6,17700.3,5435.2
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 005 | PanCK+",0,0,0.054,0.442,0.033,0,0,0.013,0,0,0,0.049,0,0.035,0.06,0.067,0.045,0,0,0.173,0.03,0,0.47,0.047,1.0968482802026,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","007","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",9801.423882,235,31460.0859375,51361.3125,2029662,1904117,368077,1978441,1978441,80.6694126463867,"LH00339:67:2232MVLT1",99.63,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_present","duct_cells","P4","a4da2f44-1a6b-46f8-b0bc-7162dbd751ff","f1adb871-277e-4992-9557-75460e04bc59",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22","P4-22","007","INS+",221,31460.09,51361.31,12546.28,20452.07,11115.6,17700.3,3101.5
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 006 | CD31+CD34+",0,0.202,0,0.325,0,0,0,0.125,0,0,0.092,0.024,0,0,0.022,0.085,0.032,0,0,0,0,0.093,0.64,0.033,1.11359996666784,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","008","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",15275.472195,342,17483.28125,61943.89453125,2838520,2664461,512028,2768713,2768713,80.7830551845195,"LH00339:67:2232MVLT1",99.59,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_present","duct_cells","P4","582acadc-1d63-4034-8273-9a13f9d1622e","3d5f3718-407d-4ede-b8b4-3f90580c1e2c",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22","P4-22","008","INS+",443,17483.28,61943.89,6972.33,24666.06,11115.6,17700.3,8104.8
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 007 | CD31+CD34+",0.004,0,0.03,0.44,0,0,0,0.213,0,0,0,0.041,0,0.048,0.022,0.052,0.077,0,0,0.064,0,0.007,0.17,0.103,1.09460605740672,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","009","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",11919.616341,233,11388.2919921875,46383.78125,3138522,2943588,562973,3062834,3062834,80.8745992985431,"LH00339:67:2232MVLT1",99.58,99.58,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_absent","duct_cells","P4","2572d544-4499-48e9-a4d6-2e5eded89f7c","bd5adfba-9784-4c61-850d-3765a4fbc028",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 007 | Other",0,0.194,0,0,0.131,0.013,0.091,0,0.031,0,0.079,0,0.03,0.129,0,0,0,0.203,0.095,0,0,0.005,0.09,0.138,1.02778054404043,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","010","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",15923.204937,290,21932.275390625,34583.296875,4090916,3843353,725662,3995101,3995101,81.119038506221,"LH00339:67:2232MVLT1",99.69,99.66,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_absent","duct_cells","P4","59112423-269a-4e25-9692-82050eaecd35","278efbe9-5c99-4a56-8cee-9d85636f1292",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 008 | INS+",0.059,0,0.008,0.213,0,0,0.055,0.288,0,0,0.056,0,0,0,0.052,0.07,0.136,0,0,0,0,0.064,0.25,0.076,1.07927077114512,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","011","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",12621.657638,200,31400.7265625,16405.01171875,3966122,3717290,551410,3865067,3865067,85.1663442992072,"LH00339:67:2232MVLT1",99.61,99.58,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_absent","duct_cells","P4","00307a97-055f-4c8c-97f1-f210a24f6836","b766aec4-ba24-41f7-a369-81557b46e379",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 009 | Other",0,0,0.075,0,0,0.081,0.132,0.043,0,0,0.072,0.013,0,0,0.109,0,0.216,0,0.087,0.015,0,0.157,0.19,0.096,1.03984579344117,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","013","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",17690.77374,283,33129.71875,67843.078125,3910050,3666447,624222,3810394,3810394,82.9747436687343,"LH00339:67:2232MVLT1",99.58,99.58,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_absent","duct_cells","P4","e9b9ea3c-6a83-43b0-b5a3-f8906db5e709","0ecf6610-55d6-4ebb-bd72-bc4dc2aa7f72",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 009 | PanCK+",0.076,0,0,0.015,0.111,0,0,0.278,0,0.02,0,0.149,0.091,0.078,0.029,0,0,0,0.087,0.02,0,0.045,0.37,0.061,1.08188907419662,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","012","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",10769.767657,209,34761.0625,44844.796875,2479009,2326768,450308,2418682,2418682,80.6466308630684,"LH00339:67:2232MVLT1",99.59,99.57,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_absent","duct_cells","P4","6b419ec3-5461-4a50-a512-c215da380ae1","509192c6-215e-4d59-a377-2110ca865f43",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 011 | Other",0,0.106,0.017,0.143,0,0,0,0.055,0,0,0,0.16,0,0,0.075,0.052,0.141,0,0,0.191,0.031,0.029,0.46,0.049,1.07121522226805,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","002","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",19761.644709,363,16142.0625,52835.86328125,3233054,3038778,673463,3153305,3153305,77.8377031820028,"LH00339:67:2232MVLT1",99.62,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_present","duct_cells","P4","03e7fcca-9285-45a7-80ef-ee566ac88cc5","d4168895-85ae-4df7-bd05-c573716c9aca",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A","P4-3A","002","INS+",101,16142.06,52835.86,6437.45,21039.24,NA,NA,NA
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 011 | PanCK+",0,0,0,0.432,0,0,0,0.109,0,0,0,0.118,0,0.023,0.083,0,0.077,0,0.11,0,0,0.049,0.28,0.072,1.10903288466456,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","001","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",23180.542951,416,25298.259765625,54575.875,4269882,4011070,919031,4164974,4164974,77.0876349702199,"LH00339:67:2232MVLT1",99.61,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_present","duct_cells","P4","85f8975a-5749-4be7-882a-f62bd85bae48","97a13c76-a810-4179-85b6-d58c86d070a3",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A","P4-3A","001","INS+",68,25298.26,54575.88,10088.95,21732.11,NA,NA,NA
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 014 | CD31+CD34+",0,0.106,0.066,0,0,0.175,0,0.029,0.046,0,0.061,0.095,0,0,0.073,0.016,0.104,0,0.071,0.097,0,0.062,0.97,-0.038,1.09848310249411,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","003","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",20359.356413,408,27978.537109375,44333.37109375,3252763,3061616,817787,3175296,3175296,73.2890408202727,"LH00339:67:2232MVLT1",99.59,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_present","duct_cells","P4","2d4f9016-d95c-4bc6-a970-1572c4219123","527a2480-c8b0-4417-b18e-b807764e21d8",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A","P4-3A","003","INS+",95,27978.54,44333.37,11157.84,17653.55,NA,NA,NA
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 015 | CD31+CD34+",0,0.182,0,0.007,0.183,0,0.046,0.128,0,0.001,0.087,0.007,0.068,0.088,0.068,0,0.022,0.025,0.086,0,0,0,0.46,0.048,1.06595822074844,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","004","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",20987.239536,410,34567.23828125,34730.53515625,3081247,2893637,808559,3004132,3004132,72.0573451334773,"LH00339:67:2232MVLT1",99.6,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_present","duct_cells","P4","58acb2b2-a39a-4542-85ef-fba70fbabff2","39034ff1-32d3-4054-aedb-2ebb4762905b",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A","P4-3A","004","INS+",86,34567.24,34730.54,13785.41,13829.7,NA,NA,NA
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 016 | Other",0,0.107,0.062,0.36,0.042,0,0,0,0,0,0,0.009,0.291,0,0.031,0.073,0,0,0,0.003,0.022,0,0.27,0.073,1.07582644621644,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","005","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",14943.268985,300,13024.28515625,40370.17578125,2174988,2043839,473314,2120316,2120316,76.8419136732394,"LH00339:67:2232MVLT1",99.6,99.56,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_present","duct_cells","P4","89e8d6ab-c3d5-4e9a-b3ae-810c8014e412","3c53aa53-9f28-4ffe-a085-8c40c5f60924",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A","P4-3A","005","INS+",136,13024.29,40370.18,5194.08,16075.4,NA,NA,NA
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 018 | Other",0,0.052,0.051,0.36,0,0,0,0.129,0,0,0,0.107,0,0,0.028,0.098,0.054,0,0,0.031,0,0.092,0.17,0.106,1.07236005491247,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","006","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",18175.422018,333,7700.03076171875,31358.091796875,2374003,2237585,459929,2318136,2318136,79.4452948156159,"LH00339:67:2232MVLT1",99.56,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_present","duct_cells","P4","e817787a-d603-4743-9e26-a0555dc4b454","8182d0f3-0398-4b4f-a3b9-196b34e3db4c",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A","P4-3A","006","INS+",116,7700.03,31358.09,3070.77,12486.79,NA,NA,NA
"P2-13 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 020 | Other",0.054,0,0.031,0.512,0,0,0.083,0,0,0,0.017,0,0.02,0,0.127,0.002,0.1,0,0,0.053,0,0,0.23,0.086,1.09505443348078,"P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","P4-3A Ins/Syto83/PanCK/CD3134 5-16-24","007","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",12489.697376,328,23921.466796875,20531.89453125,1078111,1015125,251781,1053012,1053012,75.1970446989287,"LH00339:67:2232MVLT1",99.63,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Head","Pancreas","islet_present","duct_cells","P4","0cf687ef-f259-4ba4-8cf8-5af2aa62aee5","723bcc22-cddd-4402-afc0-898f1af5d835",35601.95703125,64950.4609375,6775,293,NA,"sample01","P4-3A","P4-3A","007","INS+",121,23921.47,20531.89,9539.88,8175.8,NA,NA,NA
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 001 | INS+",0,0,0,0.222,0,0,0,0.328,0,0.063,0,0.152,0.069,0,0.044,0,0,0,0,0.123,0,0,0.41,0.058,1.13593449019292,"P3-7A Ins/Syto/PanCK/CD3134 12-14-22","P3-7A Ins/Syto/PanCK/CD31CD34 12-14-22","006","PanCK+","1912G0062","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",16234.6366,338,34525.53515625,59390.25390625,2331833,2138005,371782,2276492,2276492,82.6107983844752,"A00916:314:HMWLCDRX2",98.9,99.03,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Neck","Pancreas","islet_present","duct_cells","P3","901d4c68-0848-4c70-b4d1-37e658e86792","55df8993-149b-45ef-856b-eabbbd489bbf",35459.3359375,59414.984375,6846,3060,NA,"sample01","P3-7A","P3-7A","006","INS+",148,NA,NA,13317.1,23814.1,6054.5,15961.5,10696
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 002 | CD31+CD34+",0.129,0,0,0.26,0,0,0.197,0.206,0,0,0,0,0.038,0,0.057,0.089,0,0,0,0,0.01,0.013,0.82,0.006,1.11341186079965,"P3-7A Ins/Syto/PanCK/CD3134 12-14-22","P3-7A Ins/Syto/PanCK/CD31CD34 12-14-22","007","PanCK+","1912G0062","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",11100.048415,233,25887.8984375,44665.63671875,1488488,1362965,255910,1454165,1454165,81.2240226271401,"A00916:314:HMWLCDRX2",99.02,99.03,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Neck","Pancreas","islet_present","duct_cells","P3","773e34fb-78a6-478e-afd2-ffecc44df8d1","db23a7bb-1e38-4539-aa55-85361147b342",35459.3359375,59414.984375,6846,3060,NA,"sample01","P3-7A","P3-7A","007","INS+",128,NA,NA,9843.1,17943.9,6054.5,15961.5,4276
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 003 | INS+",0,0,0.005,0.33,0,0,0,0.116,0.004,0,0,0.131,0.009,0.034,0.023,0,0.156,0,0.127,0,0,0.065,0.77,0.014,1.11022157168636,"P3-7A Ins/Syto/PanCK/CD3134 12-14-22","P3-7A Ins/Syto/PanCK/CD31CD34 12-14-22","008","PanCK+","1912G0062","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",15173.347955,270,26530.6953125,19011.013671875,2728021,2505225,381975,2664979,2664979,84.7528665089962,"A00916:314:HMWLCDRX2",99.03,99.05,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Neck","Pancreas","islet_present","duct_cells","P3","8db610a4-3768-4e7c-a96d-a004ac0c37da","0bda62a5-aab4-451c-a431-34b682b1fe24",35459.3359375,59414.984375,6846,3060,NA,"sample01","P3-7A","P3-7A","008","INS+",172,NA,NA,7192.5,10321.6,6054.5,15961.5,5754
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 003 | Other",0,0.01,0.078,0.061,0,0.209,0,0.019,0.096,0,0.007,0.149,0,0.025,0.079,0,0.166,0,0.091,0.001,0,0.007,0.65,0.031,1.08495988096036,"P3-7A Ins/Syto/PanCK/CD3134 12-14-22","P3-7A Ins/Syto/PanCK/CD31CD34 12-14-22","009","PanCK+","1912G0062","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",17056.253685,365,27609.8125,20234.205078125,4193214,3850183,512114,4097116,4097116,86.6989698931194,"A00916:314:HMWLCDRX2",99.01,99.04,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Neck","Pancreas","islet_absent","duct_cells","P3","7cddb2d4-7dac-4695-bbf9-ad762ad87fb6","895a1cca-164f-49e7-b0f2-18c7fcb59349",35459.3359375,59414.984375,6846,3060,NA,"sample01","P3-7A","P3-7A","009","INS-",NA,NA,NA,10274.5,12915,6054.5,15961.5,5205
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 004 | Other",0,0.038,0.065,0.247,0,0,0,0.096,0,0,0,0.15,0.044,0,0.055,0.073,0.062,0,0.154,0,0.017,0,0.53,0.038,1.08182245495712,"P3-7A Ins/Syto/PanCK/CD3134 12-14-22","P3-7A Ins/Syto/PanCK/CD31CD34 12-14-22","010","PanCK+","1912G0062","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",14496.140165,159,18590.095703125,34694.4609375,1746837,1603634,321463,1707840,1707840,79.9540917690695,"A00916:314:HMWLCDRX2",99.06,99.1,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Neck","Pancreas","islet_absent","duct_cells","P3","38b56984-d73b-49d1-ab90-a0762ad71883","211d2019-98e1-4217-b53f-6ec146019986",35459.3359375,59414.984375,6846,3060,NA,"sample01","P3-7A","P3-7A","010","INS-",NA,NA,NA,7182.8,13739.4,6054.5,15961.5,2492
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 005 | INS+",0,0.136,0,0.16,0.176,0,0,0.112,0,0,0.08,0,0,0,0.045,0.049,0.046,0,0,0.138,0.027,0.03,0.5,0.043,1.08274124746478,"P3-7A Ins/Syto/PanCK/CD3134 12-14-22","P3-7A Ins/Syto/PanCK/CD31CD34 12-14-22","011","PanCK+","1912G0062","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",16245.327674,256,27863.126953125,37509.90234375,2266217,2077089,373802,2209849,2209849,82.0035636412306,"A00916:314:HMWLCDRX2",98.93,98.95,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Neck","Pancreas","islet_absent","duct_cells","P3","f6157f28-fa48-46da-bb50-d8be2e53b63e","c5d82739-92fd-4466-80ec-405374a48c05",35459.3359375,59414.984375,6846,3060,NA,"sample01","P3-7A","P3-7A","011","INS-",NA,NA,NA,13627.4,13552.4,6054.5,15961.5,7947
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 006 | CD31+CD34+",0,0.064,0,0.199,0,0,0.059,0.19,0,0.001,0,0.014,0.142,0.053,0.104,0.04,0,0,0,0.134,0,0,0.23,0.087,1.05728008652256,"P3-7A Ins/Syto/PanCK/CD3134 12-14-22","P3-7A Ins/Syto/PanCK/CD31CD34 12-14-22","012","PanCK+","1912G0062","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",10238.220123,150,26219.359375,51292.9765625,2226269,2040532,306166,2172122,2172122,84.9957756114582,"A00916:314:HMWLCDRX2",99,98.92,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Neck","Pancreas","islet_absent","duct_cells","P3","1d0a9126-1b58-48fd-80f3-ae57996db92b","78642dc8-e853-4983-861d-9ea70cf20fa6",35459.3359375,59414.984375,6846,3060,NA,"sample01","P3-7A","P3-7A","012","INS-",NA,NA,NA,6630.3,18617.6,6054.5,15961.5,2718
