"Sample","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE","SlideName","ScanLabel","ROILabel.x","SegmentLabel","Origin.Instrument.ID","CD31.CD34.","PanCK.","INS.","Other","PanCK..1","CD31.Islet","CD31..CD34.","PsnCK.","QCFlags","AOISurfaceArea","AOINucleiCount","ROICoordinateX","ROICoordinateY","RawReads","AlignedReads","DeduplicatedReads","TrimmedReads","StitchedReads","SequencingSaturation","SequencingSetID","UMIQ30","RTSQ30","GeoMxNgsPipelineVersion","LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0","organ_region","organ","ROI_type","AOI_target","Case","ROIID","SegmentID","ScanWidth","ScanHeight","ScanOffsetX","ScanOffsetY","ROIComments","sample_id","Slide","PancreasSection","ROILabel.y","Segment.Label","AOI.Nuclei.INS.Count","ROICoordinateX..pixels.","ROICoordinateY..pixels.","ROICoordinateX..µm.","ROICoordinateY..µm.","Main.Pancreatic.Duct.X..µm.","Main.Pancreatic.Duct.Y..µm.","Distance_from_Main_Duct"
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 003 | CD31+CD34+",0.001,0,0,0.144,0,0,0,0.078,0,0,0,0.152,0,0.086,0.131,0.031,0.041,0,0.28,0,0.023,0.033,0.22,0.076,1.07687127993835,"P3-7A Ins/Syto/PanCK/CD3134 12-14-22","P3-7A Ins/Syto/PanCK/CD31CD34 12-14-22","008","INS+","1912G0062","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",27018.420679,172,26530.6953125,19011.013671875,3475500,3187737,504560,3391976,3391976,84.1718435366531,"A00916:314:HMWLCDRX2",99.01,99.06,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Neck","Pancreas","islet_present","beta_cells","P3","8db610a4-3768-4e7c-a96d-a004ac0c37da","e0b88f5d-5318-4f2d-8bd0-a1e1c4dbbdee",35459.3359375,59414.984375,6846,3060,NA,"sample01","P3-7A","P3-7A","008","INS+",172,NA,NA,7192.5,10321.6,6054.5,15961.5,5754
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 008 | PanCK+",0.032,0,0,0.247,0,0,0,0.192,0.025,0,0,0.085,0.012,0,0.048,0,0.118,0.028,0,0.121,0,0.092,0.68,0.029,1.09519374037332,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","001","INS+","2204G0420","False","False","True","False","False","False","False","False",NA,30944.360764,260,16485.3359375,44046.9765625,3192079,2926260,1083266,3116663,3116663,62.9812115123058,"A00916:314:HMWLCDRX2",98.88,99.02,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","beta_cells","P3","a3e5d670-95b7-4570-aee0-88f3c5e5f46d","bfaeca43-ac86-40c8-a176-34a05aa3fd76",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","001","INS+",260,16485.3,44047,6590.8,17570.3,9084.8,9648.8,8305
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 009 | PanCK+",0.076,0,0,0.427,0,0,0,0.171,0,0,0,0.067,0.028,0,0,0,0,0.102,0,0.066,0,0.064,0.83,0.012,1.14109704232388,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","002","INS+","2204G0420","False","False","True","False","False","False","False","False",NA,24360.715513,89,20852.609375,47087.09375,2801249,2565172,882131,2732190,2732190,65.6112338665789,"A00916:314:HMWLCDRX2",98.92,98.97,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","beta_cells","P3","5bdbe8b4-bbe9-4428-9f4e-1c17ecd14da2","a257a4c7-fa5d-4bca-8170-81938fe18583",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","002","INS+",89,20852.6,47087.1,8336.9,18783,9084.8,9648.8,9165
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 010 | PanCK+",0.165,0,0,0.3,0,0,0,0.029,0.151,0,0,0.123,0,0,0,0.047,0.097,0.001,0.052,0,0,0.036,0.46,0.052,1.10572204913585,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","003","INS+","2204G0420","False","False","True","False","False","False","False","False",NA,25632.021414,72,20092.267578125,40720.2421875,3525014,3236376,730522,3445706,3445706,77.4277772421993,"A00916:314:HMWLCDRX2",99.03,99.05,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","beta_cells","P3","c63e4aaf-a965-4fd8-a726-e2d83a63a9d2","1b7292cd-215f-4100-a15e-faa51a2584a9",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","003","INS+",72,20092.3,40720.2,8032.9,16243.3,9084.8,9648.8,6678
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 011 | PanCK+",0.257,0,0,0.364,0,0,0.042,0,0.033,0,0.024,0,0.024,0.032,0,0.015,0,0.007,0.16,0,0,0.043,0.94,-0.015,1.12824102543968,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","004","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",18396.534836,124,15272.220703125,49212.265625,1948179,1785190,624092,1903247,1903247,65.0405839154376,"A00916:314:HMWLCDRX2",99.03,99.03,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","beta_cells","P3","3379f8f8-2e2b-4cb6-877f-87e1a82ad714","01056205-405d-4706-9555-17e1896c879f",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","004","INS+",124,15272.2,49212.3,6105.8,19630.8,9084.8,9648.8,10417
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 012 | CD31+CD34+",0.077,0,0,0.012,0,0.048,0,0.253,0,0,0.173,0,0,0,0.011,0.163,0.043,0,0,0.166,0,0.055,0.61,0.038,1.07989963515844,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","005","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0,Low Percent Trimmed Reads,Low Percent Stitched Reads,Low Percent Aligned Reads,Low Raw Reads",20165.613378,208,12686.869140625,50086.484375,288,62,16,68,68,74.1935483870968,"A00916:314:HMWLCDRX2",98.79,99.65,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","beta_cells","P3","c70cdba7-30bd-4a28-990f-90c71948560c","e93c10fe-1bec-4ed6-9c41-2d4eac5bdd16",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","005","INS+",208,12686.9,50086.5,5072.2,19979.5,9084.8,9648.8,11083
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 013 | Other",0,0,0.026,0.222,0.145,0,0.125,0.089,0,0,0.057,0.032,0.012,0,0.045,0.168,0,0,0.002,0.02,0.001,0.057,0.68,0.028,1.096831934586,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","006","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",29083.574671,263,15978.3701171875,42573.421875,2351060,2134660,498656,2286784,2286784,76.6400269832198,"A00916:314:HMWLCDRX2",98.9,98.95,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","beta_cells","P3","5644ffb8-4324-43cc-b6b3-7afef038b221","bf307bcd-f1ad-4d0a-af81-82ecd0a2e2d1",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","006","INS+",263,15978.4,42573.4,6388.2,16982.5,9084.8,9648.8,7814
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 014 | PanCK+",0.039,0,0.061,0.264,0,0,0,0.139,0.001,0,0,0.085,0.089,0,0.053,0,0,0,0,0.269,0,0,0.83,0.013,1.10956144983821,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","007","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",16174.660227,117,16025.93359375,33304.375,2002318,1829966,566124,1953030,1953030,69.0636875220632,"A00916:314:HMWLCDRX2",99.03,99.06,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","beta_cells","P3","6cee0ed7-fd37-4715-9533-2023cc5f450d","caf25e31-1e13-4f4c-b55f-24c788a0e447",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","007","INS+",117,16025.9,33304.4,6407.2,13285.1,9084.8,9648.8,4516
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 016 | Other",0.045,0,0,0.293,0,0,0,0.141,0,0,0,0.156,0,0,0.057,0,0.098,0,0.137,0,0,0.073,0.79,0.017,1.11440348456572,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","008","INS+","2204G0420","False","False","True","False","False","False","False","False",NA,20733.562232,105,31611.142578125,9114.3212890625,2034777,1856067,645452,1985693,1985693,65.2247467359745,"A00916:314:HMWLCDRX2",99.07,99.02,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","beta_cells","P3","82a4174e-4b41-4f8d-a9e8-90af061c2759","3d93f4d7-2e0d-4d79-b3ac-8ccce79c1a51",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","008","INS+",105,31611.1,9114.3,12638.1,3635.7,9084.8,9648.8,6985
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 003 | INS+",0,0.129,0.021,0.108,0,0,0.049,0.18,0,0,0,0.072,0.058,0.032,0.083,0,0.093,0,0.062,0,0.104,0.009,0.89,0.003,1.07716642162811,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","001","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",10844.878612,91,13481.388671875,16212.6533203125,532177,500097,125058,519003,519003,74.993251309246,"LH00339:67:2232MVLT1",99.57,99.58,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","beta_cells","P4","4369fc0b-de63-41b0-9623-eab269c55332","c9220530-68c6-4d3a-807f-4fb40a98433a",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","001","INS+",91,13481.39,16212.65,5376.38,6455.88,7939.3,12654.1,6707.2
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 004 | PanCK+",0,0.077,0,0.011,0,0.11,0,0.103,0,0,0,0.255,0.09,0,0.099,0.09,0.084,0,0,0.081,0,0,0.44,0.054,1.0827676546335,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","002","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",18895.089776,158,21037.423828125,23833.021484375,1235814,1162533,285046,1205437,1205437,75.480610012791,"LH00339:67:2232MVLT1",99.57,99.58,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","beta_cells","P4","acf7bb6d-ccf0-4143-9851-b0f9e2c21a30","66718aa6-b802-4712-80c4-560ae8c986a9",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","002","INS+",158,21037.42,23833.02,8389.72,9490.31,7939.3,12654.1,3195.7
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 005 | PanCK+",0.187,0,0.01,0.208,0,0,0,0.161,0,0,0,0.101,0.039,0.121,0.034,0,0,0.019,0.103,0,0,0.016,0.93,-0.01,1.10832511420328,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","003","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",10855.518007,92,8595.21875,35005.48828125,968295,907170,174211,941460,941460,80.7962123967944,"LH00339:67:2232MVLT1",99.57,99.58,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","beta_cells","P4","5b6c80b0-662a-4c63-a371-b9a21ae39c40","636f33c5-d803-45db-8536-9ca83b7252ee",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","003","INS+",92,8595.22,35005.49,3427.77,13939.19,7939.3,12654.1,4691
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 006 | INS+",0,0.016,0,0.241,0,0,0,0.252,0,0,0,0.173,0.069,0,0.025,0,0.178,0,0.046,0,0,0,0.68,0.029,1.11882129436743,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","004","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",10418.350016,107,33800.03125,42514.65234375,995013,937162,244409,971210,971210,73.9203040669596,"LH00339:67:2232MVLT1",99.57,99.58,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","beta_cells","P4","197b77ce-967b-4da0-ada4-aa88a103f710","be28622c-369d-438c-a855-abed20e3f9ba",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","004","INS+",107,33800.03,42514.65,13479.45,16929.33,7939.3,12654.1,6997.9
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 007 | PanCK+",0.141,0,0,0.312,0,0,0,0.021,0.016,0,0,0.051,0,0,0.011,0.052,0.059,0.113,0,0.212,0.013,0,0.57,0.041,1.08523246509204,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","005","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",12082.224413,118,39058.68359375,51199.52734375,1226747,1155646,241419,1196513,1196513,79.1096062288971,"LH00339:67:2232MVLT1",99.59,99.58,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","beta_cells","P4","bb170e26-f129-48fb-bbf0-25768339227b","fe48e15d-5d23-4929-925f-d68352b19dd5",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","005","INS+",118,39058.68,51199.53,15576.6,20387.65,7939.3,12654.1,10869
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 008 | CD31+CD34+",0,0,0,0.089,0,0.038,0,0.102,0,0.037,0,0,0,0.223,0,0,0,0.001,0.349,0,0.161,0,0.4,0.058,1.09268161937038,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","006","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",12617.211323,127,25277.09765625,43246.35546875,1404199,1320868,279966,1368671,1368671,78.8043922632693,"LH00339:67:2232MVLT1",99.62,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","beta_cells","P4","06a8fb68-02a8-4071-90ee-b9e5b732beac","91463715-1611-4baf-a7af-8d0cdc3f7bbc",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","006","INS+",127,25277.1,43246.36,10080.51,17220.7,7939.3,12654.1,5043.7
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 009 | Other",0,0.066,0.055,0.081,0.131,0,0,0,0.011,0.09,0.054,0,0.109,0,0.107,0,0.083,0,0,0.114,0.081,0.015,0.12,0.095,1.04446956381661,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","007","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",11496.581277,106,29277.5859375,33895.30859375,961234,902386,232801,936052,936052,74.2016166030945,"LH00339:67:2232MVLT1",99.62,99.62,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","beta_cells","P4","3866ffae-c2b9-4a19-825f-4cac1f18e55e","11e16c86-7a36-48ac-8917-3f692619f563",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","007","INS+",106,29277.59,33895.31,11675.9,13497.11,7939.3,12654.1,3830.5
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 010 | INS+",0,0.232,0,0.251,0,0,0,0,0,0,0,0.108,0.021,0.116,0.086,0,0.057,0,0,0.074,0,0.054,0.7,0.024,1.09319568826757,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","008","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",15600.370746,178,36976.25,27695.00390625,1268700,1191053,268365,1235724,1235724,77.4682570800796,"LH00339:67:2232MVLT1",99.61,99.61,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","beta_cells","P4","24ea1080-510f-4bf3-b96d-f610e67a6365","9f5b5226-6e07-4c23-8a35-afedd4007aee",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","008","INS+",178,36976.25,27695,14746.13,11028.15,7939.3,12654.1,6998.3
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 017 | CD31+CD34+",0.07,0,0.048,0,0,0.225,0.005,0.089,0,0,0.185,0,0.059,0,0.081,0,0.109,0.021,0,0.107,0,0.002,0.61,0.036,1.07657307885977,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","001","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",26893.374339,407,21305.630859375,49262.26953125,3608628,3416351,841940,3524143,3524143,75.3555767542621,"LH00339:67:2232MVLT1",99.59,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_present","beta_cells","P4","bf58e7cc-55a3-4b18-b36c-20e82f25e9c0","b321e0b3-7c5a-423b-a795-bc78c315be1e",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22","P4-22","001","INS+",407,21305.63,49262.27,8496.69,19616.24,11115.6,17700.3,3244.9
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 017 | Other",0.014,0.238,0,0.213,0.019,0,0,0.142,0,0,0.016,0.102,0.072,0,0.026,0.047,0.083,0,0,0.028,0,0,0.01,0.215,1.01304990792429,"P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","P4-22 Ins/Syto83/PanCK/CD3134 5-16-24","002","INS+","2204G0420","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",20482.582843,273,19591.66015625,41509.05859375,4372485,4135143,880401,4269414,4269414,78.7092973568266,"LH00339:67:2232MVLT1",99.59,99.59,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Tail","Pancreas","islet_present","beta_cells","P4","5389cad3-757f-4f78-a11d-7cc21f9ac646","b736788e-144b-449a-92b0-6d7f0f975cac",35563.140625,66750.1015625,6794,7585,NA,"sample01","P4-22","P4-22","002","INS+",273,19591.66,41509.06,7813.15,16528.91,11115.6,17700.3,3504
"P2-7A Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 001 | CD31+CD34+",0.21,0,0,0.404,0,0,0,0,0,0,0,0.1,0,0.014,0.001,0.05,0,0.056,0.073,0.079,0,0.014,0.56,0.042,1.11096010685772,"P3-3A Ins/Syto/PanCK/CD3134 12-14-22","P3-3A Ins/Syto/PanCK/CD31CD34 12-14-22","002","INS+","1912G0062","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",38335.641526,90,18528.021484375,27670.75390625,3372958,3097341,448956,3294926,3294926,85.5051155168256,"A00916:314:HMWLCDRX2",99,99.05,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Head","Pancreas","islet_present","beta_cells","P3","39de9dcf-5c3e-4abc-81da-025c0322b9b5","bb9311b1-b5c1-4a7e-a4af-bec4bb28e69e",35402.85546875,48365.9296875,6874,393,NA,"sample01","P3-3A","P3-3A","002","INS+",90,NA,NA,8655.5,7332.4,9463.3,16666.1,9369
"P2-7A Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 002 | Other",0,0.182,0,0.129,0,0.013,0,0.153,0,0,0,0.148,0.115,0.048,0.103,0,0.059,0,0,0.05,0,0,0.64,0.033,1.08603238334777,"P3-3A Ins/Syto/PanCK/CD3134 12-14-22","P3-3A Ins/Syto/PanCK/CD31CD34 12-14-22","003","INS+","1912G0062","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",16572.283085,80,16892.0703125,15052.4267578125,2013939,1852459,296504,1968870,1968870,83.9940317167613,"A00916:314:HMWLCDRX2",99.03,99.05,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Head","Pancreas","islet_present","beta_cells","P3","b6abf287-37cb-44a1-9ba7-9aa28fd5c7ca","77d734a4-550d-4a8e-aef0-0c92f262fcd0",35402.85546875,48365.9296875,6874,393,NA,"sample01","P3-3A","P3-3A","003","INS+",80,NA,NA,5835.5,13544.4,9463.3,16666.1,4786
"P2-7A Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 003 | INS+",0.044,0,0.07,0.334,0.045,0,0,0.037,0,0,0,0.063,0.057,0.099,0.012,0,0.085,0,0,0.126,0.028,0,0.61,0.036,1.08252862143251,"P3-3A Ins/Syto/PanCK/CD3134 12-14-22","P3-3A Ins/Syto/PanCK/CD31CD34 12-14-22","004","INS+","1912G0062","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",35375.171186,172,38088.1953125,36703.7578125,3627288,3326915,509129,3538682,3538682,84.6966634254257,"A00916:314:HMWLCDRX2",98.87,98.93,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Head","Pancreas","islet_present","beta_cells","P3","8b139a73-d612-4a43-9200-b4c79c475958","32be65a2-a6ed-47ab-9249-21f835776e58",35402.85546875,48365.9296875,6874,393,NA,"sample01","P3-3A","P3-3A","004","INS+",172,NA,NA,6616.2,14107.9,9463.3,16666.1,3828
"P2-7A Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 004 | INS+",0.194,0,0,0.334,0.166,0,0,0,0.002,0,0.021,0,0,0.009,0.037,0.016,0.154,0,0.031,0,0.037,0,0.95,-0.024,1.13085641276955,"P3-3A Ins/Syto/PanCK/CD3134 12-14-22","P3-3A Ins/Syto/PanCK/CD31CD34 12-14-22","005","INS+","1912G0062","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",16533.507992,77,17098.1015625,29624.90625,2080749,1908092,256295,2032568,2032568,86.5679956731646,"A00916:314:HMWLCDRX2",99.06,99.05,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Head","Pancreas","islet_present","beta_cells","P3","e18d55c0-1c77-407b-83ec-25df1623389e","eb882d23-d003-4984-bb6e-1c68e77d9e43",35402.85546875,48365.9296875,6874,393,NA,"sample01","P3-3A","P3-3A","005","INS+",77,NA,NA,8718.8,20510.6,9463.3,16666.1,3916
"P2-7A Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 005 | PanCK+",0,0.102,0,0.368,0,0,0,0.17,0,0,0,0.086,0.029,0.005,0,0.178,0,0.02,0.042,0,0,0,0.65,0.031,1.11472470626328,"P3-3A Ins/Syto/PanCK/CD3134 12-14-22","P3-3A Ins/Syto/PanCK/CD31CD34 12-14-22","006","INS+","1912G0062","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",30600.888183,113,17208.62890625,45657.73046875,5552017,5112772,746587,5422241,5422241,85.3976081859312,"A00916:314:HMWLCDRX2",98.99,99,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Head","Pancreas","islet_present","beta_cells","P3","1b8ed26e-148f-4460-9d54-0e88c712693d","c7b283ca-c5d6-4484-a326-ae02aa43f7ab",35402.85546875,48365.9296875,6874,393,NA,"sample01","P3-3A","P3-3A","006","INS+",113,NA,NA,13301.8,17753.6,9463.3,16666.1,3990
"P2-7A Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 006 | CD31+CD34+",0.089,0,0.081,0.454,0,0,0,0.08,0,0,0,0.064,0,0,0.044,0.148,0,0,0,0,0,0.041,0.93,-0.01,1.14023219876876,"P3-3A Ins/Syto/PanCK/CD3134 12-14-22","P3-3A Ins/Syto/PanCK/CD31CD34 12-14-22","007","INS+","1912G0062","False","False","True","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",27409.362971,149,34653.50390625,36709.38671875,2233493,2053296,351893,2185105,2185105,82.8620422968729,"A00916:314:HMWLCDRX2",99.01,99.03,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Head","Pancreas","islet_present","beta_cells","P3","484a12c0-96a7-4f45-88de-5bfa72539dbe","47149707-7c87-4585-8fd3-ef1ca1ae18dd",35402.85546875,48365.9296875,6874,393,NA,"sample01","P3-3A","P3-3A","007","INS+",149,NA,NA,11330.8,19402.9,9463.3,16666.1,3313
